,Unnamed: 0,Company Name,PeriodText,Type,Investment Scheme Name,status,period_year,Company_Scheme,PeriodDate,Analysed_2024,Status,Cohort,pdf_files,pdf_count,no_pdf,Industry,Types
282,278,SERKO LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SERKO LIMITED,2025-03-31,,Submitted,FY24/25,Serko-ESGReport-2025.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
283,279,SKELLERUP HOLDINGS LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SKELLERUP HOLDINGS LIMITED,2025-06-30,,Submitted,FY24/25,Skellerup Group Climate Statements FY25.pdf,1,0,Constructions,Normal companies
284,280,SKELLERUP HOLDINGS LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SKELLERUP HOLDINGS LIMITED,2024-06-30,,Submitted,FY23/24,Skellerup Group Climate Statements FY24 Final.pdf,1,0,Constructions,Normal companies
285,281,SKY NETWORK TELEVISION LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SKY NETWORK TELEVISION LIMITED,2025-06-30,,Submitted,FY24/25,SKY Climate-Related Disclosure 2025.pdf,1,0,Telecom,Normal companies
286,282,SKY NETWORK TELEVISION LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SKY NETWORK TELEVISION LIMITED,2024-06-30,,Submitted,FY23/24,SKY - Climate-Related Disclosure 2024.pdf,2,0,Telecom,Normal companies
287,282,SKY NETWORK TELEVISION LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SKY NETWORK TELEVISION LIMITED,2024-06-30,,Submitted,FY23/24,Sky - Independent Audit Opinion 2024.pdf,2,0,Telecom,Normal companies
288,283,SKYCITY ENTERTAINMENT GROUP LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SKYCITY ENTERTAINMENT GROUP LIMITED,2024-06-30,,Submitted,FY23/24,SkyCity Climate Related Disclosures Index FY24.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
289,285,SMARTPAY HOLDINGS LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SMARTPAY HOLDINGS LIMITED,2024-03-31,,Submitted,FY23/24,The Climate Statement for the year ended 31 March 2024.pdf,1,0,Telecom,Normal companies
290,286,SMARTPAY HOLDINGS LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SMARTPAY HOLDINGS LIMITED,2025-03-31,,Submitted,FY24/25,The Climate Statement For the Reporting Period Ended 31 March 2025.pdf,1,0,Telecom,Normal companies
291,288,SOUTH PORT NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SOUTH PORT NEW ZEALAND LIMITED,2024-06-30,,Submitted,FY23/24,South Port NZ CRD.pdf,1,0,Infrastructure,Normal companies
292,289,SOUTH PORT NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SOUTH PORT NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,20250828_South Port FY25 CRD_MASTER.pdf,2,0,Infrastructure,Normal companies
293,289,SOUTH PORT NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SOUTH PORT NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,SPNZ Exemption Notice 2025.pdf,2,0,Infrastructure,Normal companies
294,290,SOUTHERN CROSS MEDICAL CARE SOCIETY,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SOUTHERN CROSS MEDICAL CARE SOCIETY,2024-06-30,,Submitted,FY23/24,Southern Cross Medical Care Society - 2024 Climate Statements.pdf,1,0,Healthcare,Normal companies
295,291,SOUTHERN CROSS MEDICAL CARE SOCIETY,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SOUTHERN CROSS MEDICAL CARE SOCIETY,2025-06-30,,Submitted,FY24/25,Southern Cross Medical Care Society - 2025 Climate Statements.pdf,1,0,Healthcare,Normal companies
296,292,SOUTHLAND BUILDING SOCIETY,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SOUTHLAND BUILDING SOCIETY,2024-03-31,,Submitted,FY23/24,SBS Group Climate and Sustainability Statement FYE24.pdf,1,0,Constructions,Normal companies
297,293,SOUTHLAND BUILDING SOCIETY,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SOUTHLAND BUILDING SOCIETY,2025-03-31,,Submitted,FY24/25,SBS Group CRD FY2025.pdf,1,0,Constructions,Normal companies
298,295,SPARK FINANCE LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SPARK FINANCE LIMITED,2024-06-30,,Submitted,FY23/24,Financial Markets Conduct (Climate Statements – SFL) Exemption Notice 2024.pdf,2,0,Telecom,Normal companies
299,295,SPARK FINANCE LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SPARK FINANCE LIMITED,2024-06-30,,Submitted,FY23/24,Spark Finance Limited notice regarding climate reporting exemption.pdf,2,0,Telecom,Normal companies
300,296,SPARK FINANCE LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SPARK FINANCE LIMITED,2025-06-30,,Submitted,FY24/25,Financial-Markets-Conduct-Climate-Statements-Spark-Finance-Limited-Exemption-Notice-2024.pdf,2,0,Telecom,Normal companies
301,296,SPARK FINANCE LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SPARK FINANCE LIMITED,2025-06-30,,Submitted,FY24/25,Spark Finance Limited notice regarding climate reporting exemption (2).pdf,2,0,Telecom,Normal companies
302,297,SPARK NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SPARK NEW ZEALAND LIMITED,2024-06-30,,Submitted,FY23/24,Annual Report.pdf,1,0,Telecom,Normal companies
303,298,SPARK NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SPARK NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,Climate-related Disclosures Report.pdf,2,0,Telecom,Normal companies
304,298,SPARK NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SPARK NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,Final-telecommunications-sector-climate-scenarios-July-2024.pdf,2,0,Telecom,Normal companies
305,299,STEEL & TUBE HOLDINGS LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,STEEL & TUBE HOLDINGS LIMITED,2025-06-30,,Submitted,FY24/25,Steel & Tube 2025 Climate Related Disclosures Final (Signed).pdf,1,0,Constructions,Normal companies
306,300,STEEL & TUBE HOLDINGS LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,STEEL & TUBE HOLDINGS LIMITED,2024-06-30,,Submitted,FY23/24,Steel & Tube 2024 Climate Related Disclosure_Digital Signatures.pdf,1,0,Constructions,Normal companies
307,301,STRIDE INVESTMENT MANAGEMENT LIMITED,31-03-2024 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2024,STRIDE INVESTMENT MANAGEMENT LIMITED,2024-03-31,,Submitted,FY23/24,SPG Sustainability Report and Climate Statements FY24.pdf,1,0,Finance - Other,Normal companies
308,303,STRIDE INVESTMENT MANAGEMENT LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,STRIDE INVESTMENT MANAGEMENT LIMITED,2025-03-31,,Submitted,FY24/25,Stride Property Group - FY25 Sustainability Report and Climate-Related Disclosures.pdf,1,0,Finance - Other,Normal companies
309,304,STRIDE PROPERTY LIMITED,31-03-2024 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2024,STRIDE PROPERTY LIMITED,2024-03-31,,Submitted,FY23/24,SPG Sustainability Report and Climate Statements FY24.pdf,1,0,Real Estates,Normal companies
310,306,STRIDE PROPERTY LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,STRIDE PROPERTY LIMITED,2025-03-31,,Submitted,FY24/25,Stride Property Group - FY25 Sustainability Report and Climate-Related Disclosures.pdf,1,0,Real Estates,Normal companies
311,307,SUMMERSET GROUP HOLDINGS LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SUMMERSET GROUP HOLDINGS LIMITED,2024-12-31,,Submitted,FY24/25,Sustainability Review and Climate-related Disclosures FY24.pdf,1,0,Retirement Village,Normal companies
312,308,SUMMERSET GROUP HOLDINGS LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,SUMMERSET GROUP HOLDINGS LIMITED,2023-12-31,1.0,Submitted,FY23/24,Sustainability Review & Climate Related Disclosures - FY23.pdf,1,0,Retirement Village,Normal companies
313,309,SUMMERSET GROUP HOLDINGS LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SUMMERSET GROUP HOLDINGS LIMITED,2025-12-31,,Submitted,FY25/26,2026-2-27 Sustainability Review and Climate related Disclosures FY25.pdf,1,0,Retirement Village,Normal companies
314,310,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,2024-12-31,,Submitted,FY24/25,Swiss Re Group -sustainability-report-2024 en.pdf,2,0,Finance - Insurance,Normal companies
315,310,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,2024-12-31,,Submitted,FY24/25,Swiss Re NZ CRD redport 2024_SIGNED.pdf,2,0,Finance - Insurance,Normal companies
316,311,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,2023-12-31,1.0,Submitted,FY23/24,SRLHA NZ CRD Statement_signed.pdf,1,0,Finance - Insurance,Normal companies
317,312,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,2025-12-31,,Submitted,FY25/26,NZ_Climate Related Disclosure Report_2025.pdf,2,0,Finance - Insurance,Normal companies
318,312,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SWISS RE LIFE & HEALTH AUSTRALIA LIMITED,2025-12-31,,Submitted,FY25/26,Swiss Re Group 2025-annual-report.pdf,2,0,Finance - Insurance,Normal companies
319,313,SYNLAIT MILK LIMITED,31-07-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SYNLAIT MILK LIMITED,2024-07-31,,Submitted,FY24/25,Synlait_Integrated Climate Report FY24_201224_Digital v2.pdf,1,0,Agriculture,Normal companies
320,315,T&G GLOBAL LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,T&G GLOBAL LIMITED,2024-12-31,,Submitted,FY24/25,TG_CRD_31Dec24.pdf,1,0,Agriculture,Normal companies
321,316,T&G GLOBAL LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,T&G GLOBAL LIMITED,2023-12-31,,Submitted,FY23/24,TGG_ClimateRelatedDisclosure.pdf,1,0,Agriculture,Normal companies
322,318,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,2024-03-31,,Submitted,FY23/24,TEMIT NZ Climate Disclosures Exemption Notice.pdf,1,0,Finance - Other,Normal companies
323,320,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,2025-03-31,,Submitted,FY24/25,TEMIT NZ climate disclosures exemption notice 2025 signed.pdf,1,0,Finance - Other,Normal companies
324,321,THE A2 MILK COMPANY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE A2 MILK COMPANY LIMITED,2025-06-30,,Submitted,FY24/25,a2 Milk Company 2025 Climate Statement.pdf,1,0,Agriculture,Normal companies
325,322,THE A2 MILK COMPANY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE A2 MILK COMPANY LIMITED,2024-06-30,,Submitted,FY23/24,a2 Milk Company Climate Statement FY24.pdf,1,0,Agriculture,Normal companies
326,323,THE BANKERS INVESTMENT TRUST PLC,31-10-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE BANKERS INVESTMENT TRUST PLC,2024-10-31,,Submitted,FY24/25,NZ Climate letter 2024 AR.pdf,1,0,Finance - Banks,Normal companies
327,324,THE BANKERS INVESTMENT TRUST PLC,31-10-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE BANKERS INVESTMENT TRUST PLC,2025-10-31,,Submitted,FY25/26,NZ CRD Exemption Notice for 2025 AR.pdf,1,0,Finance - Banks,Normal companies
328,325,THE COLONIAL MOTOR COMPANY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE COLONIAL MOTOR COMPANY LIMITED,2024-06-30,,Submitted,FY23/24,Climate Statement June 2024.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
329,326,THE COLONIAL MOTOR COMPANY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE COLONIAL MOTOR COMPANY LIMITED,2025-06-30,,Submitted,FY24/25,CMC Climate Assurance Report FY25.pdf,2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
330,326,THE COLONIAL MOTOR COMPANY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE COLONIAL MOTOR COMPANY LIMITED,2025-06-30,,Submitted,FY24/25,CMC Climate Statement FY25 FINAL.pdf,2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
331,327,THE CO-OPERATIVE BANK LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE CO-OPERATIVE BANK LIMITED,2024-03-31,,Submitted,FY23/24,the-co-operative-bank_climate-report-2024-signed.pdf,1,0,Finance - Banks,Normal companies
332,329,THE CO-OPERATIVE BANK LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE CO-OPERATIVE BANK LIMITED,2025-03-31,,Submitted,FY24/25,The Co-operative Climate Report 2025 - Final.pdf,1,0,Finance - Banks,Normal companies
333,330,THE HOLLARD INSURANCE COMPANY PTY LTD,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE HOLLARD INSURANCE COMPANY PTY LTD,2024-06-30,,Submitted,FY23/24,Hollard_NZ Climate statement.pdf,1,0,Finance - Insurance,Normal companies
334,331,THE HOLLARD INSURANCE COMPANY PTY LTD,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE HOLLARD INSURANCE COMPANY PTY LTD,2025-06-30,,Submitted,FY24/25,HNZ CRD Climate Statement.pdf,1,0,Finance - Insurance,Normal companies
335,332,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,2024-12-31,,Submitted,FY24/25,Climate Exemption Notice Doc_7APR2025_Signed_Revised.pdf,1,0,Finance - Banks,Normal companies
336,333,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,2023-12-31,1.0,Submitted,FY23/24,HSBC NZ 2023 Climate Statement lodgement letter - signed.pdf,2,0,Finance - Banks,Normal companies
337,333,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,2023-12-31,1.0,Submitted,FY23/24,nzm-cs-dec-2023.pdf,2,0,Finance - Banks,Normal companies
338,334,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,2025-12-31,,Submitted,FY25/26,HBAP Climate Statement exemption notice 2025 - signed.pdf,1,0,Finance - Banks,Normal companies
339,335,THE WAREHOUSE GROUP LIMITED,31-07-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,THE WAREHOUSE GROUP LIMITED,2025-07-31,,Submitted,FY25/26,5. WHS FY25 Sustainability Report.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
340,336,THE WAREHOUSE GROUP LIMITED,31-07-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,THE WAREHOUSE GROUP LIMITED,2024-07-31,,Submitted,FY24/25,5. WHS FY24 Climate-related Disclosures Report.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
341,337,TOURISM HOLDINGS LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TOURISM HOLDINGS LIMITED,2024-06-30,,Submitted,FY23/24,thl FY24 Climate Statements.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
342,338,TOURISM HOLDINGS LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TOURISM HOLDINGS LIMITED,2025-06-30,,Submitted,FY24/25,FY25 Climate Statements.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
343,339,TOWER LIMITED,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TOWER LIMITED,2024-09-30,,Submitted,FY24/25,Tower Limited Climate Statement.pdf,1,0,Finance - Insurance,Normal companies
344,340,TOWER LIMITED,30-09-2024 - Not required to lodge,Normal companies,,,2024,TOWER LIMITED,2024-09-30,,Not required to lodge,FY24/25,Tower Limited Climate Statement.pdf,1,0,Finance - Insurance,Normal companies
345,341,TOWER LIMITED,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TOWER LIMITED,2025-09-30,,Submitted,FY25/26,Climate Statement.pdf,1,0,Finance - Insurance,Normal companies
346,342,TRANSPOWER NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TRANSPOWER NEW ZEALAND LIMITED,2024-06-30,,Submitted,FY23/24,Transpower Climate Statement 2024 FINAL.pdf,1,0,Energy,Normal companies
347,343,TRANSPOWER NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TRANSPOWER NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,FY25 Greenhouse Gas Inventory Report.pdf,2,0,Energy,Normal companies
348,343,TRANSPOWER NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TRANSPOWER NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,TP Climate Statement 2025 FINAL.pdf,2,0,Energy,Normal companies
349,344,TSB BANK LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TSB BANK LIMITED,2024-03-31,,Submitted,FY23/24,TSB Climate Statement FY24.pdf,1,0,Finance - Banks,Normal companies
350,346,TSB BANK LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TSB BANK LIMITED,2025-03-31,,Submitted,FY24/25,TSB Climate Statement 2025.pdf,1,0,Finance - Banks,Normal companies
351,347,TURNERS AUTOMOTIVE GROUP LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,TURNERS AUTOMOTIVE GROUP LIMITED,2024-03-31,1.0,Submitted,FY23/24,Turners 2024 Climate Related Disclosure.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
352,349,TURNERS AUTOMOTIVE GROUP LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TURNERS AUTOMOTIVE GROUP LIMITED,2025-03-31,,Submitted,FY24/25,TAG - notice to Registrar of Financial Service Providers re FY25 CRD.pdf,2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
353,349,TURNERS AUTOMOTIVE GROUP LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,TURNERS AUTOMOTIVE GROUP LIMITED,2025-03-31,,Submitted,FY24/25,Turners 2025 Climate-related Disclosures.pdf,2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
354,350,VECTOR LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VECTOR LIMITED,2024-06-30,,Submitted,FY23/24,6 Vector FY24 Climate-related disclosures.pdf,1,0,Infrastructure,Normal companies
355,351,VECTOR LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,VECTOR LIMITED,2025-06-30,,Submitted,FY24/25,Vector's Climate-Related Disclosures 2025.pdf,2,0,Infrastructure,Normal companies
356,351,VECTOR LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,VECTOR LIMITED,2025-06-30,,Submitted,FY24/25,Vector's Greenhouse Gas Emissions Inventory Report 2025.pdf,2,0,Infrastructure,Normal companies
357,352,VENTIA SERVICES GROUP LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VENTIA SERVICES GROUP LIMITED,2024-12-31,,Submitted,FY24/25,1. Ventia Assurance report FY24 (NZ CS SAE) with cover letter.pdf,5,0,Infrastructure,Normal companies
358,352,VENTIA SERVICES GROUP LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VENTIA SERVICES GROUP LIMITED,2024-12-31,,Submitted,FY24/25,2. AR24 - 2024 Climate Related Disclosures extracted from AR24.pdf,5,0,Infrastructure,Normal companies
359,352,VENTIA SERVICES GROUP LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VENTIA SERVICES GROUP LIMITED,2024-12-31,,Submitted,FY24/25,3. AR24 2024-Sustainability-Databook.pdf,5,0,Infrastructure,Normal companies
360,352,VENTIA SERVICES GROUP LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VENTIA SERVICES GROUP LIMITED,2024-12-31,,Submitted,FY24/25,4. AR24 - 2024-Reporting-Criteria.pdf,5,0,Infrastructure,Normal companies
361,352,VENTIA SERVICES GROUP LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VENTIA SERVICES GROUP LIMITED,2024-12-31,,Submitted,FY24/25,Ventia 2024 Annual Report - NZ Companies Office lodgement.pdf,5,0,Infrastructure,Normal companies
362,353,VENTIA SERVICES GROUP LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,VENTIA SERVICES GROUP LIMITED,2023-12-31,1.0,Submitted,FY23/24,Ventia - 2023 Sustainability Report.pdf,1,0,Infrastructure,Normal companies
363,355,VERO INSURANCE NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VERO INSURANCE NEW ZEALAND LIMITED,2024-06-30,,Submitted,FY23/24,Vero Insurance New Zealand Limited FY24 Climate Related Disclosure - October 2024.pdf,1,0,Finance - Insurance,Normal companies
364,356,VERO INSURANCE NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,VERO INSURANCE NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,SUN001 Vero Insurance-CRD-v23HR_Signed.pdf,1,0,Finance - Insurance,Normal companies
365,357,VISTA GROUP INTERNATIONAL LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,VISTA GROUP INTERNATIONAL LIMITED,2023-12-31,1.0,Submitted,FY23/24,Vista Group 2023 Group Climate Statement.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
366,358,VISTA GROUP INTERNATIONAL LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VISTA GROUP INTERNATIONAL LIMITED,2024-12-31,,Submitted,FY24/25,Vista Group 2024 Group Climate Statement.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
367,360,VULCAN STEEL LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,VULCAN STEEL LIMITED,2024-06-30,,Submitted,FY23/24,VSL - FY24 Annual Report FINAL.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
368,361,VULCAN STEEL LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,VULCAN STEEL LIMITED,2025-06-30,,Submitted,FY24/25,VSL - FY25Annual Report Combined v14.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
369,362,WELLINGTON INTERNATIONAL AIRPORT LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WELLINGTON INTERNATIONAL AIRPORT LIMITED,2024-03-31,,Submitted,FY23/24,Wellington Airport Climate Related Disclosures FY24.pdf,1,0,Airport,Normal companies
370,363,WELLINGTON INTERNATIONAL AIRPORT LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WELLINGTON INTERNATIONAL AIRPORT LIMITED,2025-03-31,,Submitted,FY24/25,Wellington Airport Climate Related Disclosures.pdf,2,0,Airport,Normal companies
371,363,WELLINGTON INTERNATIONAL AIRPORT LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WELLINGTON INTERNATIONAL AIRPORT LIMITED,2025-03-31,,Submitted,FY24/25,Wellington Airport Greenhouse Gas Inventory Report.pdf,2,0,Airport,Normal companies
372,365,WESTPAC BANKING CORPORATION,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Submitted,FY24/25,WBC Annual Report 2024.pdf,4,0,Finance - Banks,Normal companies
373,365,WESTPAC BANKING CORPORATION,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Submitted,FY24/25,WBC Climate Report 2024.pdf,4,0,Finance - Banks,Normal companies
374,365,WESTPAC BANKING CORPORATION,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Submitted,FY24/25,WBC NZ Climate Report - Registrar Notice.pdf,4,0,Finance - Banks,Normal companies
