,Company Name,PeriodText,Type,Investment Scheme Name,status,period_year,Company_Scheme,PeriodDate,Analysed_2024,Status,Cohort,pdf_files,pdf_count,no_pdf,Industry,Types
590,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,DIMENSIONAL INVESTMENT FUNDS (SCH13317),Have records and have submitted,2024,FUNDROCK NZ LIMITED|DIMENSIONAL INVESTMENT FUNDS (SCH13317),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
591,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,DIMENSIONAL INVESTMENT FUNDS (SCH13317),Have records and have submitted,2025,FUNDROCK NZ LIMITED|DIMENSIONAL INVESTMENT FUNDS (SCH13317),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
592,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,DIMENSIONAL INVESTMENT FUNDS (SCH13317),Have records but not submitted,2026,FUNDROCK NZ LIMITED|DIMENSIONAL INVESTMENT FUNDS (SCH13317),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
593,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,FIRST SENTIER INVESTORS (NZ) SCHEME (SCH13089),Have records and have submitted,2024,FUNDROCK NZ LIMITED|FIRST SENTIER INVESTORS (NZ) SCHEME (SCH13089),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
594,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,FIRST SENTIER INVESTORS (NZ) SCHEME (SCH13089),Have records but not submitted,2026,FUNDROCK NZ LIMITED|FIRST SENTIER INVESTORS (NZ) SCHEME (SCH13089),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
595,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,FIRST SENTIER INVESTORS (NZ) SCHEME (SCH13089),Have records and have submitted,2025,FUNDROCK NZ LIMITED|FIRST SENTIER INVESTORS (NZ) SCHEME (SCH13089),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
596,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,FOUNDATION SERIES FUNDS (SCH13175),Have records and have submitted,2024,FUNDROCK NZ LIMITED|FOUNDATION SERIES FUNDS (SCH13175),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
597,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,FOUNDATION SERIES FUNDS (SCH13175),Have records but not submitted,2026,FUNDROCK NZ LIMITED|FOUNDATION SERIES FUNDS (SCH13175),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
598,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,FOUNDATION SERIES FUNDS (SCH13175),Have records and have submitted,2025,FUNDROCK NZ LIMITED|FOUNDATION SERIES FUNDS (SCH13175),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
599,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,FRANKLIN TEMPLETON INVESTMENT FUNDS (SCH12302),Have records and have submitted,2024,FUNDROCK NZ LIMITED|FRANKLIN TEMPLETON INVESTMENT FUNDS (SCH12302),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
600,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,FRANKLIN TEMPLETON INVESTMENT FUNDS (SCH12302),Have records but not submitted,2026,FUNDROCK NZ LIMITED|FRANKLIN TEMPLETON INVESTMENT FUNDS (SCH12302),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
601,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,FRANKLIN TEMPLETON INVESTMENT FUNDS (SCH12302),Have records and have submitted,2025,FUNDROCK NZ LIMITED|FRANKLIN TEMPLETON INVESTMENT FUNDS (SCH12302),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
602,FUNDROCK NZ LIMITED,31-03-2024 - Not required to lodge,Investment schemes,HOBSON WEALTH INVESTMENT FUNDS (SCH12667),,2024,FUNDROCK NZ LIMITED|HOBSON WEALTH INVESTMENT FUNDS (SCH12667),2024-03-31,,Not required to lodge,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
603,FUNDROCK NZ LIMITED,31-03-2025 - Not required to lodge,Investment schemes,HOBSON WEALTH INVESTMENT FUNDS (SCH12667),,2025,FUNDROCK NZ LIMITED|HOBSON WEALTH INVESTMENT FUNDS (SCH12667),2025-03-31,,Not required to lodge,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
604,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,HYPERION INVESTMENT FUNDS (SCH13281),Have records and have submitted,2025,FUNDROCK NZ LIMITED|HYPERION INVESTMENT FUNDS (SCH13281),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
605,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,HYPERION INVESTMENT FUNDS (SCH13281),Have records and have submitted,2024,FUNDROCK NZ LIMITED|HYPERION INVESTMENT FUNDS (SCH13281),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
606,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,HYPERION INVESTMENT FUNDS (SCH13281),Have records but not submitted,2026,FUNDROCK NZ LIMITED|HYPERION INVESTMENT FUNDS (SCH13281),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
607,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,INVESTNOW KIWISAVER SCHEME (SCH12874),Have records and have submitted,2024,FUNDROCK NZ LIMITED|INVESTNOW KIWISAVER SCHEME (SCH12874),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
608,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,INVESTNOW KIWISAVER SCHEME (SCH12874),Have records and have submitted,2025,FUNDROCK NZ LIMITED|INVESTNOW KIWISAVER SCHEME (SCH12874),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
609,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,INVESTNOW KIWISAVER SCHEME (SCH12874),Have records but not submitted,2026,FUNDROCK NZ LIMITED|INVESTNOW KIWISAVER SCHEME (SCH12874),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
610,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,LIGHTHOUSE INVESTMENT FUNDS (SCH13048),Have records and have submitted,2024,FUNDROCK NZ LIMITED|LIGHTHOUSE INVESTMENT FUNDS (SCH13048),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
611,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,LIGHTHOUSE INVESTMENT FUNDS (SCH13048),Have records but not submitted,2026,FUNDROCK NZ LIMITED|LIGHTHOUSE INVESTMENT FUNDS (SCH13048),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
612,FUNDROCK NZ LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,LIGHTHOUSE INVESTMENT FUNDS (SCH13048),Have records and have submitted,2025,FUNDROCK NZ LIMITED|LIGHTHOUSE INVESTMENT FUNDS (SCH13048),2025-03-31,,Submitted,FY24/25,"['20250331-ACI_(Stewart_Group)-CRD_Statements.pdf', '20250331-Antipodes-CRD_Statements.pdf', '20250331-Aurora-CRD_Statements.pdf', '20250331-Bentham-CRD_Statements.pdf', '20250331-Colchester-CRD_Statements.pdf', '20250331-Coolabah-CRD_Statements.pdf', '20250331-Dimensional-CRD_Statements.pdf', '20250331-First_Sentier-CRD_Statements.pdf', '20250331-Foundation-CRD_Statements.pdf', '20250331-Franklin_Templeton-CRD_Statements.pdf', '20250331-Hyperion-CRD_Statements.pdf', '20250331-INKS-CRD_Statement.pdf', '20250331-Lighthouse-CRD_Statements.pdf', '20250331-Raise-CRD_Statements.pdf', '20250331-ResCap-Climate_Statements.pdf', '20250331-Russell_NZ-CRD_Statements.pdf', '20250331-Schroders-CRD_Statements.pdf', '20250331-Squirrel-CRD_Statements.pdf', '20250331-Stewart_Investors-CRD_Statements.pdf', '20250331-Te_Ahumairangi-CRD_Statements.pdf', '20250331-Vision-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
613,FUNDROCK NZ LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,RAISE INVESTMENT FUNDS (SCH13147),Have records and have submitted,2024,FUNDROCK NZ LIMITED|RAISE INVESTMENT FUNDS (SCH13147),2024-03-31,,Submitted,FY23/24,"['20240718 - ACI Funds - CRD Statement.pdf', '20240718 - Antipodes Investment Funds - CRD Statement.pdf', '20240718 - Aurora KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Bentham Investment Funds - CRD Statement.pdf', '20240718 - Colchester Investment Funds - CRD Statement.pdf', '20240718 - Coolabah Investment Funds - CRD Statement.pdf', '20240718 - Dimensional Investment Funds - CRD Statement.pdf', '20240718 - First Sentier Investors (NZ) Scheme - CRD Statement.pdf', '20240718 - Foundation Series Funds - CRD Statement.pdf', '20240718 - Franklin Templeton Investment Funds - CRD Statement.pdf', '20240718 - Hyperion Investment Funds - CRD Statement.pdf', '20240718 - InvestNow KiwiSaver Scheme - CRD Statement.pdf', '20240718 - Lighthouse Investment Funds - CRD Statement.pdf', '20240718 - Russell Investment Funds - CRD Statement.pdf', '20240718 - Schroder Investment Funds - CRD Statement.pdf', '20240718 - Squirrel Investment Funds - CRD Statement.pdf', '20240718 - Stewart Investors (NZ) Managed Investment Scheme - CRD Statement.pdf', '20240718 - Te Ahumairangi Investment Funds - CRD Statement.pdf', '20240718 - Vault Digital Funds - CRD Statement.pdf', '20240718 - Vision Invest NZ Funds - CRD Statement.pdf', '20250331-ACI_(Stewart_Group)-CRD_Statements.pdf']",21,0,Investment Schemes,Investment schemes
614,FUNDROCK NZ LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,RAISE INVESTMENT FUNDS (SCH13147),Have records but not submitted,2026,FUNDROCK NZ LIMITED|RAISE INVESTMENT FUNDS (SCH13147),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
