Value,Type,file_name,clean_value,count
Initiative Standard,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,initi standard,1
GRI,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,gri,14
"Core 
Option",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,core option,1
United Nations',ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,unit nation,7
Sustainable Development Goals,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,sustain develop goal,1
Channel,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel,69
This Sustainability Report,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,sustain report,67
ESG,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,esg,322
Channel Infrastructure's,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur,59
Report,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,report,59
"Channel 
Infr",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infr,6
NZ Limited’s Sustainability Report,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,nz limit sustain report,1
"the 
Board",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
"Molloy
Chair",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,molloy chair,1
AFC,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,afc,6
investorrelations@channelnz.com,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,investorrel channelnz com,1
Front Cover Imagery,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,front cover imageri,1
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Board of Directors,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board director,24
Climate,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,climat,142
Climate,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,climat,142
Business Planning,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,busi plan,2
Climate,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,climat,142
GHG,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,ghg,640
GRI,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,gri,14
CRD,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,crd,26
Directory 1243 Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,directori channel infrastructur nz limit,1
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
beyond5 Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,beyond channel infrastructur nz limit,1
Northland,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,northland,19
Auckland markets3NZ’s Largest Terminal,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,auckland market nz largest termin,1
ISO,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,iso,55
Mobil,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,mobil,4
Z,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,z,105
NZX,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,nzx,547
CHI,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,chi,4
Northland,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,northland,19
New Zealand’s,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,new zealand,47
demand6 Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,demand channel infrastructur nz limit,1
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
"CO2E/ML 
Emissions",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,co e ml emiss,1
Reliability,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,reliabl,1
"Channel
ESG",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel esg,1
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Female,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,femal,1
incidents9 Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,incid channel infrastructur nz limit,1
"Board
Channel's",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board channel,1
ESG,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,esg,322
"Strategic Refresh
Channel Infrastructure",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,strateg refresh channel infrastructur,1
"the New Zealand Stock 
Exchange",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,new zealand stock exchang,6
Scope,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,scope,190
NZX50,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,nzx,547
Sustainable Aviation Fuels,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,sustain aviat fuel,7
SAF,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,saf,38
Fortescue Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,fortescu limit,1
SAF,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,saf,38
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
the Annual Report,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,annual report,4
Sustainability Framework,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,sustain framework,3
Strategic Pillar,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,strateg pillar,1
Taskforce,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,taskforc,6
Climate-Related Financial Disclosures,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,climat relat financi disclosur,4
TCFD,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,tcfd,54
Channel,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel,69
"Channel 
Infr",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infr,6
Point,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,point,2
Electric Vehicles,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,electr vehicl,2
EV,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,ev,72
SAF,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,saf,38
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
Climate,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,climat,142
Channel,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel,69
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
SAF,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,saf,38
the NZ Government,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,nz govern,1
Channel Infrastructure,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur,59
Government,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,govern,17
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
PILLAR,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,pillar,1
OBJECTIVES,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,object,3
Environment People & Community Governance & Finance,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,environ peopl communiti govern financ,1
"Climate Change
Land",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,climat chang land,1
"Iwi & community partnerships
Equity",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,iwi communiti partnership equiti,1
Asset & lifecycle,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,asset lifecycl,1
Transparency & Financial,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,transpar financi,1
PURPOSE,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,purpos,6
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Climate ChangeNet Zero Scope,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,climat changenet zero scope,1
Scope  1 & 2,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,scope,190
CHI,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,chi,4
"Community
Governance",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,communiti govern,1
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Channel Infrastructure,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur,59
Channel Infrastructure's,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur,59
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
ESG,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,esg,322
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Risk Management,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,risk manag,99
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
"Channel 
Infrastructure's Corporate Lead Team",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur corpor lead team,1
Facilitated,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,facilit,4
Board decision-,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board decis,1
Our Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Channel Infrastructure's,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur,59
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
world----The Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,world board,1
"the Company
Board Committees",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani board committe,1
Assist the Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,assist board,1
Corporate,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,corpor,6
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
the BoardChannel Infrastructure’s Management System,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,boardchannel infrastructur manag system,1
"the  
Risk Management FrameworkPeople",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,risk manag frameworkpeopl,1
"Finance 
Committee
Oversees",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,financ committe overse,1
Safety,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,safeti,3
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Channel Infrastructure,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur,59
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Audit & Finance Committee,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,audit financ committe,2
AFC,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,afc,6
treasury,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,treasuri,12
AFC,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,afc,6
"Greenhouse 
Gas",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,greenhous gas,37
GHG,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,ghg,640
AFC,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,afc,6
GHG,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,ghg,640
AFC,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,afc,6
"Health, Safety, Operations & Environment 
C",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,health safeti oper environ c,1
HSEO Committee,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,hseo committe,1
Operations,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,oper,7
Channel,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel,69
People & Culture Committee,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,peopl cultur committe,1
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
the P&C Committee,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,p c committe,1
Climate Working Group,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,climat work group,18
CWG,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,cwg,1
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
AFC,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,afc,6
P&C,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,p c,1
Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,board,677
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Channel Infrastructure's,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur,59
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
the Corporate Lead Team,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,corpor lead team,5
the Business Development,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,busi develop,1
Climate Working Group,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,climat work group,18
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
The Risk and Compliance,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,risk complianc,2
the Enterprise Risk Register,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,enterpris risk regist,2
Health and Safety,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,health safeti,12
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
People and Culture Committee Charter,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,peopl cultur committe charter,2
KPI,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,kpi,7
Energy Attribute Certificates,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,energi attribut certif,3
Terminal,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,termin,3
room21 Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,room channel infrastructur nz limit,1
Channel,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel,69
The Management System,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,manag system,1
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
STAKEHOLDER GROUP HOW WE,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,stakehold group,1
banks)Annual Meeting of Shareholders,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,bank annual meet sharehold,1
NZX,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,nzx,547
Sustainability ReportsFinancial,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,sustain reportsfinanci,1
Hapu/iwi,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,hapu iwi,1
Channel Infr,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infr,6
Shared,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,share,4
ocess26 Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,ocess channel infrastructur nz limit,1
Site HangiEnvironmental,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,site hangienvironment,1
Workplace,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,workplac,10
SAF,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,saf,38
Central,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,central,1
"Advisors
Site",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,advisor site,1
"a New Zealand Energy Plan
Submission",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,new zealand energi plan submiss,1
Channel Infr,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infr,6
Maritime NZ,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,maritim nz,2
Electricity Authority,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,electr author,6
Civil Aviation Authority,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,civil aviat author,1
Northland Regional,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,northland region,2
NRC,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,nrc,4
Environmental Protection Agency,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,environment protect agenc,1
EPA,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,epa,5
Whangarei District Council,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,whangarei district council,1
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
Neighbours,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,neighbour,1
yAttendance,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,yattend,1
Harbour Safety Group MeetingsLocal,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,harbour safeti group meetingsloc,1
"Terminal Safety Case
Growth",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,termin safeti case growth,1
Regional,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,region,5
Suppliers,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,supplier,1
performance28 Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,perform channel infrastructur nz limit,2
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
Channel Infrastructure,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur,59
Company,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,compani,182
ESG,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,esg,322
the SASB1 Standards,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,sasb standard,1
Initiative (GRI) Standards,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,initi gri standard,1
Channel Infrastructure's,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur,59
Channel,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel,69
Sustainability Accounting Standards Board,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,sustain account standard board,2
SASB,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,sasb,1
the IFRS Foundation29 Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,ifr foundat channel infrastructur nz limit,1
Channel Infrastructure NZ Limited,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,channel infrastructur nz limit,91
"FRAMEWORK
Environmental",ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,framework environment,1
Greenhouse Gas,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,greenhous gas,37
GHG,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,ghg,640
Scope 1,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,scope,190
GHG,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,ghg,640
Working,ORG,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.txt,work,12
